,date,NVDA open,AMD open,INTC open,ATVI open,EA open,Curde oil,Gold,Nasdaq index,ETH-USD open,BTC-USD open
0,15-Oct-21,218.1,112.51,54.2,76.5,135.85,81.48,1794.5,14891.24,3790.15,57345.9
1,14-Oct-21,212.88,110.5,52.9,75.94,136.72,80.59,1792.2,14717.5,3604.96,57372.83
2,13-Oct-21,209.18,106.28,52.38,75.34,136.96,80.58,1760.8,14537.17,3492.75,56038.26
3,12-Oct-21,208.28,105.17,53.57,76.45,139.53,80.5,1751.9,14539.09,3546.48,57526.83
4,11-Oct-21,205.75,104.62,53.81,77.74,139.92,79.59,1756.6,14540.08,3419.73,54734.13
5,8-Oct-21,211.01,106.55,54.55,77.76,137.48,78.86,1757.0,14694.72,3587.83,53802.14
6,7-Oct-21,210.92,104.6,54.32,77.27,134.76,77.0,1762.4,14631.8,3576.81,55338.63
7,6-Oct-21,201.2,100.45,53.48,75.93,143.58,79.04,1759.3,14289.45,3516.57,51486.66
8,5-Oct-21,199.5,100.92,53.55,77.25,143.13,77.58,1764.3,14312.86,3381.78,49174.96
9,4-Oct-21,205.04,101.74,53.93,78.19,143.36,75.9,1764.5,14493.12,3418.78,48208.91
10,1-Oct-21,207.5,102.6,53.65,78.06,141.9,75.12,1754.3,14494.93,3001.13,43816.74
11,30-Sep-21,207.68,102.08,53.76,77.56,139.31,74.78,1725.5,14582.6,2852.56,41551.27
12,29-Sep-21,209.4,102.3,54.0,76.53,133.85,74.38,1732.4,14614.88,2809.3,41064.98
13,28-Sep-21,212.14,106.84,54.18,74.66,131.86,75.43,1739.6,14787.21,2928.96,42200.9
14,27-Sep-21,217.1,105.07,53.94,75.03,129.27,74.19,1751.7,14954.18,3065.84,43234.18
15,24-Sep-21,220.7,105.19,53.78,74.5,127.04,73.24,1749.7,14961.61,3154.56,44894.3
16,23-Sep-21,221.4,104.89,53.75,73.13,126.99,71.97,1766.8,14960.0,3077.97,43560.3
17,22-Sep-21,213.66,102.82,53.4,73.19,126.19,70.85,1776.7,14800.59,2763.21,40677.95
18,21-Sep-21,214.17,102.15,53.2,76.61,130.01,70.59,1762.2,14803.36,2977.31,43012.23
19,20-Sep-21,211.46,101.58,53.21,78.64,131.98,71.92,1751.8,14758.14,3329.67,47261.41
20,17-Sep-21,223.0,105.56,54.59,79.42,135.17,72.62,1758.8,15163.36,3569.57,47771.0
21,16-Sep-21,221.83,104.92,54.86,78.32,137.91,72.65,1792.9,15120.09,3613.07,48158.91
22,15-Sep-21,223.09,106.0,54.67,77.73,142.15,70.76,1803.7,15071.34,3431.22,47098.0
23,14-Sep-21,222.75,105.52,55.37,78.78,145.22,70.64,1791.4,15168.45,3286.32,44960.05
24,13-Sep-21,226.84,105.26,54.61,80.12,145.41,69.74,1789.8,15211.43,3407.47,46057.21
25,10-Sep-21,223.48,106.99,53.85,78.16,142.02,67.97,1789.6,15332.92,3425.56,46396.66
26,9-Sep-21,223.12,106.56,53.66,78.81,143.27,69.36,1798.7,15296.06,3452.55,45774.74
27,8-Sep-21,225.13,108.88,53.73,78.47,145.76,68.37,1781.7,15360.35,3428.38,46827.76
28,7-Sep-21,228.33,109.96,53.57,81.41,147.09,69.11,1825.7,15375.98,3926.53,52660.48
29,3-Sep-21,223.25,108.85,53.44,81.21,144.96,69.76,1820.9,15313.41,3787.49,49288.25
30,2-Sep-21,225.18,110.32,53.8,82.75,146.87,68.29,1813.2,15358.47,3825.03,48807.85
31,1-Sep-21,224.85,111.3,54.11,82.73,145.34,68.55,1813.5,15308.98,3430.76,47099.77
32,31-Aug-21,226.95,111.26,54.44,81.48,143.66,69.18,1815.9,15262.88,3227.76,47024.34
33,30-Aug-21,228.3,112.61,54.26,81.5,142.2,69.3,1818.2,15165.94,3227.19,48834.85
34,27-Aug-21,221.84,108.01,53.36,81.45,141.52,67.75,1803.4,14969.77,3096.41,46894.55
35,26-Aug-21,222.0,108.57,53.75,81.59,141.98,68.0,1787.4,15025.17,3228.75,49002.64
36,25-Aug-21,217.37,108.13,54.08,82.12,142.77,67.63,1792.0,15039.03,3174.27,47727.26
37,24-Aug-21,217.53,109.45,53.56,82.75,143.16,65.54,1801.0,14978.14,3324.86,49562.35
38,23-Aug-21,209.71,105.3,52.59,82.93,140.15,61.96,1776.8,14776.98,3241.36,49291.68
39,20-Aug-21,199.91,104.32,52.16,82.87,140.92,64.05,1784.1,14571.53,3182.16,46723.12
40,19-Aug-21,194.94,103.32,52.05,82.21,139.38,64.58,1780.0,14423.16,3019.13,44741.88
41,18-Aug-21,195.0,107.35,52.6,83.6,140.94,66.58,1787.8,14636.24,3011.96,44686.75
42,17-Aug-21,196.85,106.64,53.17,83.05,139.17,67.43,1787.7,14670.56,3149.38,45936.46
43,16-Aug-21,201.35,110.2,53.23,83.5,137.96,68.13,1776.9,14771.53,3309.42,47019.96
44,13-Aug-21,199.05,107.17,53.5,86.3,138.94,68.91,1758.3,14825.07,3049.0,44439.69
45,12-Aug-21,198.7,107.39,54.17,85.11,138.11,69.36,1749.7,14751.36,3164.18,45576.88
46,11-Aug-21,200.43,107.6,54.26,83.51,137.92,68.51,1727.3,14834.38,3142.83,45599.7
47,10-Aug-21,203.22,107.9,54.24,81.76,136.11,66.85,1728.6,14887.75,3163.05,46280.85
48,9-Aug-21,204.46,111.31,54.08,81.86,136.71,67.88,1753.5,14855.76,3012.89,43791.93
49,6-Aug-21,205.24,110.55,53.86,79.9,136.47,69.14,1799.8,14864.22,2827.5,40865.87
50,5-Aug-21,205.0,116.63,53.99,81.56,144.83,68.06,1810.8,14794.08,2725.67,39744.52
51,4-Aug-21,199.9,114.36,54.25,83.51,139.52,70.32,1809.3,14747.21,2508.54,38213.33
52,3-Aug-21,197.4,108.15,53.89,80.99,142.64,71.52,1812.3,14713.99,2609.41,39178.4
53,2-Aug-21,197.0,105.93,53.99,84.03,145.0,73.91,1812.4,14758.6,2557.77,39907.26
54,30-Jul-21,194.18,101.6,53.65,83.15,142.84,73.41,1828.0,14615.85,2382.55,40027.48
55,29-Jul-21,195.19,96.58,53.48,84.87,143.95,72.4,1806.6,14771.17,2299.01,39995.45
56,28-Jul-21,193.19,93.44,53.03,84.89,142.35,71.9,1799.5,14715.66,2302.08,39503.19
57,27-Jul-21,192.65,92.94,53.12,89.94,145.06,72.22,1803.7,14807.95,2230.2,37276.04
58,26-Jul-21,193.11,92.01,52.81,91.03,145.12,72.18,1802.5,14821.03,2191.31,35384.03
59,23-Jul-21,196.56,91.35,54.58,90.66,142.65,71.71,1800.0,14753.06,2025.11,32305.96
60,22-Jul-21,196.42,89.4,56.06,90.39,140.07,70.22,1793.6,14652.72,1994.82,32138.87
61,21-Jul-21,188.82,87.25,55.18,91.78,143.89,66.45,1807.0,14508.75,1786.28,29796.29
62,20-Jul-21,187.3,87.09,54.92,90.62,141.35,66.6,1812.9,14330.46,1819.08,30838.29
63,19-Jul-21,179.15,84.99,54.41,91.75,143.05,71.49,1803.3,14235.98,1893.05,31800.01
64,16-Jul-21,190.3,87.32,56.05,90.87,142.63,71.48,1830.1,14597.51,1916.6,31841.55
65,15-Jul-21,198.12,89.78,56.4,92.37,143.35,72.96,1831.6,14635.78,1994.71,32827.88
66,14-Jul-21,203.58,90.76,57.17,93.54,143.31,75.17,1813.1,14780.9,1941.17,32723.85
67,13-Jul-21,204.01,90.48,56.62,93.5,143.44,74.18,1808.1,14715.13,2034.1,33125.47
68,12-Jul-21,202.4,91.22,56.26,93.33,142.55,74.74,1802.6,14743.86,2140.51,34254.02
69,9-Jul-21,199.63,90.04,55.51,91.88,139.55,73.26,1803.6,14578.43,2115.57,32861.67
70,8-Jul-21,198.57,87.86,55.31,92.4,141.32,72.17,1797.0,14409.2,2317.95,33889.61
71,7-Jul-21,208.54,95.02,56.37,95.26,144.09,73.85,1798.7,14753.41,2323.21,34225.68
72,6-Jul-21,207.38,94.88,56.92,94.47,143.54,75.35,1786.7,14661.55,2197.92,33723.51
73,2-Jul-21,204.4,93.28,56.55,94.75,143.29,75.02,1778.7,14582.98,2109.89,33549.6
74,1-Jul-21,201.25,94.04,56.13,95.07,143.46,73.5,1775.7,14493.69,2274.4,35035.98
75,30-Jun-21,199.99,90.82,56.34,95.72,144.32,73.47,1761.1,14509.85,2164.22,35908.39
76,29-Jun-21,198.82,87.41,57.55,95.42,143.18,72.78,1776.8,14509.19,2083.45,34475.56
77,28-Jun-21,193.61,86.38,56.36,92.79,139.69,73.99,1779.6,14417.81,1981.39,34679.12
78,25-Jun-21,192.8,86.34,56.02,92.64,139.19,73.32,1777.7,14400.81,1989.22,34659.11
79,24-Jun-21,192.28,84.39,55.49,91.86,138.56,73.28,1778.9,14357.27,1968.96,33682.8
80,23-Jun-21,190.08,83.83,55.87,91.87,140.92,72.91,1780.7,14263.38,1878.63,32515.71
81,22-Jun-21,184.71,82.9,55.94,91.95,141.17,73.41,1783.4,14138.29,1886.67,31622.38
82,21-Jun-21,184.35,83.49,55.75,91.88,139.38,71.52,1768.8,14047.42,2245.32,35641.14
83,18-Jun-21,187.84,84.28,56.68,93.12,142.0,71.1,1775.7,14096.93,2374.59,38099.48
84,17-Jun-21,177.74,80.77,57.05,93.63,142.14,71.65,1811.8,13999.13,2367.31,38341.42
85,16-Jun-21,177.91,80.75,58.15,95.75,143.96,72.45,1859.4,14085.55,2544.86,40168.69
86,15-Jun-21,179.15,81.59,58.21,98.86,148.92,71.16,1866.4,14166.64,2587.76,40427.17
87,14-Jun-21,179.06,81.51,58.02,98.39,146.66,70.65,1866.2,14083.47,2508.77,39016.97
88,11-Jun-21,174.79,81.61,57.47,97.8,145.23,70.1,1900.9,14030.85,2472.86,36697.03
89,10-Jun-21,173.5,80.02,57.15,96.28,146.36,69.76,1887.7,13933.88,2611.14,37389.52
90,9-Jun-21,175.16,81.09,57.36,97.35,146.28,70.01,1894.9,13980.23,2510.2,33416.98
91,8-Jun-21,175.27,81.87,57.45,97.45,146.45,69.29,1896.5,13946.32,2594.6,33589.52
92,7-Jun-21,175.71,81.4,57.41,96.89,144.74,69.52,1890.5,13802.82,2713.05,35835.27
93,4-Jun-21,171.13,80.92,56.55,95.14,142.9,68.91,1869.3,13697.25,2857.17,39242.48
94,3-Jun-21,167.01,81.13,56.98,94.5,140.89,68.76,1908.8,13655.75,2708.38,37599.41
95,2-Jun-21,162.52,81.0,56.91,96.33,143.69,67.99,1899.2,13743.24,2634.46,36699.92
96,1-Jun-21,162.7,81.01,57.61,97.26,142.17,66.68,1905.1,13829.06,2707.56,37293.79
97,28-May-21,155.01,78.66,57.55,97.44,143.31,66.95,1897.5,13792.05,2742.47,38507.08
98,27-May-21,157.0,78.11,57.11,97.0,143.32,66.16,1896.8,13742.59,2888.75,39316.89
99,26-May-21,157.34,77.83,57.05,97.12,144.0,66.04,1901.3,13693.94,2707.05,38392.63
100,25-May-21,157.66,77.33,57.56,96.87,142.59,66.02,1882.5,13721.54,2649.03,38795.78
101,24-May-21,152.13,77.26,56.65,95.93,141.39,63.87,1882.1,13557.21,2099.94,34700.36
102,21-May-21,151.64,78.55,56.42,96.97,142.47,61.89,1872.1,13616.19,2772.34,40596.95
103,20-May-21,143.02,76.81,55.57,94.64,139.92,63.39,1865.5,13356.63,2439.64,36753.67
104,19-May-21,135.66,73.16,54.07,92.27,135.98,65.28,1866.4,13078.19,3382.66,42944.98
105,18-May-21,142.67,74.74,55.95,92.55,137.31,66.33,1870.5,13416.9,3276.87,43488.06
106,17-May-21,141.57,74.22,55.29,92.68,137.05,65.5,1849.9,13368.8,3581.34,46415.9
107,14-May-21,138.9,74.02,54.6,94.4,140.21,63.83,1824.5,13255.65,3720.12,49682.98
108,13-May-21,140.34,75.21,54.04,93.47,138.92,65.75,1814.7,13150.94,3828.92,49735.43
109,12-May-21,140.1,75.09,54.39,94.28,141.66,65.46,1825.2,13215.49,4174.64,56714.53
110,11-May-21,138.25,73.57,55.05,93.66,138.9,64.9,1837.2,13115.85,3948.27,55847.24
111,10-May-21,147.87,78.2,57.15,95.06,141.45,65.57,1835.6,13687.59,3924.41,58250.87
112,7-May-21,148.08,78.75,57.7,93.43,142.59,64.9,1842.9,13723.09,3490.11,56413.95
113,6-May-21,144.95,77.63,56.62,90.0,137.58,65.27,1788.9,13557.83,3524.93,57441.31
114,5-May-21,147.09,79.05,56.96,93.6,138.02,66.45,1781.5,13731.13,3240.55,53252.16
115,4-May-21,146.37,77.95,56.88,90.84,140.73,64.53,1788.2,13774.51,3431.13,57214.18
116,3-May-21,151.25,81.97,57.86,91.7,142.71,63.64,1788.5,14031.77,2951.18,56620.27
117,30-Apr-21,151.74,82.97,57.61,91.36,145.1,64.88,1771.8,13970.73,2757.73,53568.66
118,29-Apr-21,154.0,84.7,57.88,91.67,144.3,63.7,1781.0,14204.51,2748.65,54858.09
119,28-Apr-21,153.65,88.85,57.52,92.29,144.09,63.04,1768.2,14082.78,2664.69,55036.64
120,27-Apr-21,155.79,85.67,58.56,94.51,144.36,61.97,1780.0,14170.91,2534.03,54030.3
121,26-Apr-21,151.85,83.35,59.1,92.62,143.63,62.06,1778.0,14052.38,2319.48,49077.79
122,23-Apr-21,149.34,80.21,59.16,93.7,142.52,61.65,1786.1,13861.37,2401.26,51739.81
123,22-Apr-21,153.75,81.61,63.35,93.3,141.11,61.11,1794.2,13952.57,2357.87,53857.11
124,21-Apr-21,151.19,78.99,62.79,93.48,140.31,62.39,1783.0,13745.77,2331.16,56471.13
125,20-Apr-21,153.23,80.82,63.64,96.27,139.6,63.47,1769.3,13894.46,2161.94,55681.79
126,19-Apr-21,155.37,82.13,64.7,96.93,140.0,62.98,1782.1,13984.58,2238.03,56191.59
127,16-Apr-21,160.53,83.3,65.33,98.1,142.11,63.32,1770.4,14059.11,2516.6,63258.5
128,15-Apr-21,156.63,80.32,63.97,97.05,141.61,62.83,1740.1,13983.23,2436.03,63075.2
129,14-Apr-21,156.25,79.88,65.31,97.1,141.92,60.44,1741.3,14004.08,2299.35,63523.75
130,13-Apr-21,152.32,79.67,65.61,97.0,142.59,59.64,1733.8,13902.45,2139.36,59890.02
131,12-Apr-21,142.9,82.06,68.2,95.1,139.42,59.35,1740.8,13854.44,2157.36,60175.95
132,9-Apr-21,142.14,82.8,66.8,96.07,140.6,59.76,1750.8,13787.02,2088.77,58326.56
133,8-Apr-21,142.53,83.32,66.97,97.81,142.84,59.52,1736.0,13796.89,1969.13,56099.91
134,7-Apr-21,138.81,81.32,65.67,96.46,141.3,59.26,1742.7,13675.3,2117.73,58186.51
135,6-Apr-21,140.0,81.21,66.06,98.19,141.09,58.8,1726.9,13681.67,2109.49,59171.93
136,5-Apr-21,138.68,81.74,64.95,96.01,137.51,61.5,1727.9,13594.9,2093.26,58760.88
137,1-Apr-21,135.72,80.16,64.72,93.94,136.73,59.49,1706.8,13414.32,1919.16,58926.56
138,31-Mar-21,130.15,76.57,64.01,92.85,134.71,60.45,1683.7,13122.57,1846.1,58930.28
139,30-Mar-21,128.42,76.47,63.77,92.44,133.41,61.96,1711.0,13008.8,1819.47,57750.13
140,29-Mar-21,128.2,77.03,64.01,92.25,132.51,60.93,1712.1,13103.97,1691.26,55947.9
141,26-Mar-21,125.54,76.62,61.8,91.24,130.24,58.48,1721.3,12996.03,1595.21,51683.01
142,25-Mar-21,125.0,75.85,61.66,90.41,129.06,60.8,1732.7,12844.58,1593.12,52726.75
143,24-Mar-21,131.51,77.55,66.58,91.55,132.97,57.4,1727.5,13289.24,1678.0,54710.49
144,23-Mar-21,132.54,80.13,66.0,92.59,131.54,61.28,1724.7,13381.43,1690.87,54511.66
145,22-Mar-21,129.13,79.99,64.82,90.63,129.41,61.55,1737.8,13278.78,1788.36,57517.89
146,19-Mar-21,127.5,78.49,63.18,89.69,128.52,59.56,1742.2,13119.9,1782.57,57850.44
147,18-Mar-21,131.37,81.06,65.63,90.74,130.04,64.42,1745.8,13349.2,1823.16,58893.08
148,17-Mar-21,130.4,81.75,64.22,92.4,131.25,64.75,1735.3,13336.91,1807.06,56825.83
149,16-Mar-21,133.57,83.66,64.15,93.56,132.46,65.33,1732.3,13523.17,1792.41,55840.79
150,15-Mar-21,128.65,81.91,63.61,92.87,130.44,65.56,1729.5,13323.47,1854.09,59267.43
151,12-Mar-21,126.48,79.73,62.65,91.89,129.93,65.96,1715.9,13222.81,1826.55,57821.22
152,11-Mar-21,129.5,79.4,62.94,92.97,132.46,64.7,1725.6,13273.31,1798.03,55963.18
153,10-Mar-21,128.4,79.75,63.22,93.26,132.64,63.84,1713.6,13234.73,1868.49,54824.01
154,9-Mar-21,121.3,76.73,61.18,91.6,130.24,64.73,1686.2,12923.07,1835.15,52272.97
155,8-Mar-21,124.5,78.03,60.47,91.75,131.99,66.68,1704.7,12904.26,1724.23,51174.12
156,5-Mar-21,125.5,79.0,59.26,92.2,131.53,64.16,1690.6,12860.04,1541.54,48527.03
157,4-Mar-21,128.01,80.23,59.83,93.08,132.57,61.08,1706.5,12953.99,1574.62,50522.3
158,3-Mar-21,134.26,84.28,60.64,96.29,135.93,59.55,1730.0,13336.25,1491.45,48415.82
159,2-Mar-21,139.0,86.92,62.8,98.91,137.15,60.23,1709.4,13599.45,1564.06,49612.11
160,1-Mar-21,138.75,85.37,61.72,97.09,134.84,61.95,1737.1,13406.16,1417.15,45159.5
161,26-Feb-21,137.52,83.57,60.89,96.0,135.71,63.46,1768.1,13232.9,1478.65,47180.46
162,25-Feb-21,140.46,86.17,62.41,95.32,137.25,63.39,1801.5,13512.64,1625.39,49709.08
163,24-Feb-21,141.23,84.33,60.53,95.45,138.3,61.29,1805.8,13400.25,1571.48,48835.09
164,23-Feb-21,140.75,83.4,60.48,95.07,140.23,62.16,1809.6,13262.61,1781.41,54204.93
165,22-Feb-21,147.75,88.15,61.88,99.82,144.66,58.88,1784.0,13714.2,1935.56,57532.74
166,19-Feb-21,150.24,89.75,61.91,102.95,147.68,60.2,1764.3,13929.2,1938.86,51675.98
167,18-Feb-21,147.29,89.09,60.65,101.83,146.05,61.68,1776.1,13814.67,1848.21,52140.97
168,17-Feb-21,151.71,90.56,61.49,102.58,145.07,60.24,1785.8,13911.65,1781.35,49207.28
169,16-Feb-21,150.64,93.9,62.0,103.82,146.85,59.98,1820.9,14152.21,1778.95,47944.46
170,12-Feb-21,150.5,92.75,60.6,102.78,146.82,57.94,1825.0,13979.21,1783.49,47877.04
171,11-Feb-21,149.8,92.9,59.1,103.5,145.33,58.4,1840.5,14045.21,1743.71,44898.71
172,10-Feb-21,144.63,91.5,59.3,103.04,146.95,58.45,1842.6,14093.35,1768.04,46469.76
173,9-Feb-21,143.41,91.39,58.77,101.95,142.57,58.11,1841.9,13966.82,1746.93,46184.99
174,8-Feb-21,137.27,88.31,58.38,102.05,142.0,57.06,1816.3,13937.06,1613.64,38886.83
175,5-Feb-21,137.25,88.15,59.0,100.66,139.91,56.46,1794.3,13824.88,1594.79,36931.55
176,4-Feb-21,135.31,88.22,57.61,93.35,140.56,55.96,1832.2,13674.06,1661.17,37475.11
177,3-Feb-21,136.36,88.6,57.89,93.89,144.36,55.05,1834.8,13718.31,1514.77,35510.82
178,2-Feb-21,133.99,88.49,57.19,92.04,146.15,53.48,1859.6,13543.1,1369.51,33533.2
179,1-Feb-21,130.53,86.83,55.95,91.48,143.79,51.99,1866.6,13226.18,1314.86,33114.58
180,29-Jan-21,130.75,87.56,55.98,90.0,141.0,52.15,1842.0,13284.72,1369.09,34318.67
181,28-Jan-21,129.96,89.83,54.79,89.57,146.2,52.65,1843.4,13323.29,1251.28,30441.04
182,27-Jan-21,132.3,91.1,54.61,91.0,145.83,52.76,1844.9,13486.58,1358.33,32564.03
183,26-Jan-21,135.8,94.91,55.28,93.35,146.36,52.91,1855.8,13681.72,1323.74,32358.61
184,25-Jan-21,137.82,94.14,56.38,95.53,148.81,52.17,1864.7,13681.21,1390.64,32285.8
185,22-Jan-21,137.4,94.42,58.85,94.68,144.98,53.1,1854.9,13474.81,1118.89,30817.63
186,21-Jan-21,134.18,89.34,59.04,95.47,145.61,52.93,1865.3,13521.48,1382.68,35549.4
187,20-Jan-21,131.12,90.55,58.24,93.96,142.43,53.13,1847.8,13342.55,1375.25,36050.11
188,19-Jan-21,130.16,89.56,57.94,90.92,139.41,52.0,1802.0,13132.73,1257.43,36642.23
189,15-Jan-21,132.28,90.75,58.85,89.99,139.26,53.8,1829.4,13099.9,1221.88,39156.71
190,14-Jan-21,135.75,91.77,58.45,90.16,136.83,52.84,1836.7,13174.75,1130.23,37325.11
191,13-Jan-21,134.9,93.01,59.5,89.64,138.57,53.31,1858.0,13088.01,1043.74,33915.12
192,12-Jan-21,137.52,97.86,51.9,91.0,141.09,52.18,1849.0,13062.06,1088.53,35516.36
193,11-Jan-21,134.19,94.03,51.29,91.3,141.52,52.58,1826.5,13048.78,1261.62,38346.53
194,8-Jan-21,133.63,95.98,52.45,90.07,140.86,50.93,1908.0,13160.22,1225.97,39381.77
195,7-Jan-21,129.68,91.33,51.49,88.86,137.33,50.53,1922.6,12867.34,1208.08,36833.88
196,6-Jan-21,132.23,91.62,50.44,89.06,138.52,49.82,1952.0,12666.15,1101.01,34013.61
197,5-Jan-21,131.0,92.1,49.45,90.32,140.23,47.38,1941.7,12665.65,1041.5,31977.04
198,4-Jan-21,131.04,92.11,49.89,92.7,143.44,48.4,1912.2,12958.52,977.06,32810.95
199,31-Dec-20,131.37,92.1,48.75,91.74,141.91,48.35,1897.0,12877.09,751.63,28841.57
200,30-Dec-20,129.9,90.78,49.11,91.75,141.39,48.13,1879.9,12906.51,731.47,27360.09
201,29-Dec-20,129.25,91.66,47.22,91.63,141.0,47.72,1881.3,12965.39,730.36,27081.81
202,28-Dec-20,130.63,92.93,47.19,91.76,142.33,48.23,1895.5,12914.64,683.21,26280.82
203,24-Dec-20,130.37,91.8,46.6,90.3,141.32,47.51,1881.25,12791.54,584.14,23240.2
204,23-Dec-20,132.56,93.08,46.17,89.95,139.52,46.79,1867.0,12834.94,634.82,23781.97
205,22-Dec-20,133.19,93.36,46.25,89.44,141.24,47.93,1882.2,12785.22,609.42,22794.04
206,21-Dec-20,130.75,94.25,46.32,89.48,141.63,48.54,1884.8,12596.14,638.32,23474.46
207,18-Dec-20,133.79,97.27,50.57,89.04,140.66,48.43,1882.4,12804.93,642.92,22806.8
208,17-Dec-20,133.67,97.55,51.15,88.87,141.95,47.85,1874.2,12730.78,636.15,21308.35
209,16-Dec-20,134.23,97.04,50.71,87.26,139.5,47.6,1856.5,12611.04,589.38,19418.82
210,15-Dec-20,134.4,95.93,50.98,86.25,137.81,46.99,1833.5,12543.26,586.02,19246.92
211,14-Dec-20,130.88,92.21,49.82,84.27,138.5,46.73,1835.5,12447.44,589.78,19144.49
212,11-Dec-20,129.67,91.54,50.14,83.13,134.78,46.97,1838.5,12336.79,559.68,18263.93
213,10-Dec-20,128.69,89.55,49.66,82.28,131.66,45.69,1833.2,12247.55,573.5,18553.3
214,9-Dec-20,133.01,92.76,50.28,83.5,131.56,45.6,1867.1,12591.69,554.79,18320.88
215,8-Dec-20,135.85,94.05,49.83,82.48,130.43,45.66,1863.0,12503.17,591.9,19191.53
216,7-Dec-20,136.01,94.95,51.0,81.4,129.19,46.15,1836.5,12461.0,601.8,19343.13
217,4-Dec-20,134.49,92.58,51.06,78.72,126.42,45.64,1840.7,12399.32,616.72,19446.97
218,3-Dec-20,135.88,94.06,49.92,79.31,130.5,44.99,1829.2,12369.26,598.46,19205.93
219,2-Dec-20,133.51,92.89,49.22,79.72,127.03,44.38,1811.3,12285.75,587.26,18801.74
220,1-Dec-20,134.92,92.25,48.75,79.94,127.58,45.08,1775.0,12313.36,615.07,19633.77
221,30-Nov-20,132.65,87.33,47.42,78.32,124.77,45.34,1785.0,12224.25,575.76,18178.32
222,27-Nov-20,133.75,87.99,47.36,77.7,123.58,45.08,1793.2,12159.18,519.11,17153.91
223,25-Nov-20,130.32,85.76,47.03,75.93,120.81,44.82,1801.4,12053.89,603.9,19104.41
224,24-Nov-20,131.43,85.72,46.29,75.93,121.49,42.84,1829.3,11939.33,608.52,18365.02
225,23-Nov-20,131.71,85.52,45.48,76.92,122.03,42.46,1834.8,11916.76,558.06,18370.02
226,20-Nov-20,134.54,85.28,45.66,75.7,119.53,41.7,1871.2,11892.7,471.63,17817.08
227,19-Nov-20,132.13,82.39,44.92,73.96,116.74,41.61,1865.8,11779.04,479.48,17803.86
228,18-Nov-20,134.65,83.01,45.55,76.95,118.34,41.35,1873.5,11896.06,480.35,17645.19
229,17-Nov-20,135.52,83.93,45.75,77.52,119.33,41.44,1888.4,11913.35,464.41,16685.69
230,16-Nov-20,131.73,81.21,46.04,76.72,119.25,40.17,1874.6,11847.11,447.56,15955.58
231,13-Nov-20,136.27,82.73,44.99,77.5,120.22,40.94,1877.0,11794.94,461.01,16276.44
232,12-Nov-20,134.79,81.32,46.13,77.12,120.93,41.47,1869.0,11802.5,462.96,15701.3
233,11-Nov-20,130.54,79.39,45.9,76.35,120.3,41.79,1878.8,11656.65,449.68,15290.91
234,10-Nov-20,136.07,81.93,45.4,74.8,116.99,39.91,1879.3,11622.44,444.17,15332.35
235,9-Nov-20,145.52,84.24,46.64,75.0,116.46,37.34,1955.6,12046.66,453.57,15479.6
236,6-Nov-20,141.1,83.52,45.54,79.87,119.5,38.54,1940.8,11869.9,414.07,15579.73
237,5-Nov-20,141.63,83.27,46.15,80.74,128.88,39.17,1901.7,11816.33,402.14,14133.73
238,4-Nov-20,133.89,80.25,45.11,78.93,124.88,38.15,1893.8,11443.77,387.6,13950.49
239,3-Nov-20,127.08,74.93,44.73,76.58,120.75,37.03,1891.5,11038.66,383.16,13550.45
240,2-Nov-20,126.58,75.85,44.96,76.55,120.94,35.24,1872.9,11010.45,396.36,13737.03
